,year,pc,type,score,province
1057,2012,专科一批,理科,160,内蒙古
1058,2012,专科一批,文科,200,宁夏
1059,2012,专科一批,理科,200,宁夏
1060,2012,专科一批,文科,200,广西
1061,2012,专科一批,理科,200,广西
1062,2012,专科一批,文科,290,新疆
1063,2012,专科一批,理科,270,新疆
1064,2012,专科一批,文科,300,甘肃
1065,2012,专科一批,理科,240,甘肃
1066,2012,专科一批,文科,320,西藏
1067,2012,专科一批,理科,300,西藏
1068,2012,专科一批,理科,200,陕西
1069,2012,专科一批,文科,316,青海
1070,2012,专科一批,理科,315,青海
1071,2011,本科一批,文科,524,北京
1072,2011,本科一批,理科,484,北京
1073,2011,本科一批,文科,519,天津
1074,2011,本科一批,理科,515,天津
1075,2011,本科一批,文科,564,重庆
1076,2011,本科一批,理科,533,重庆
1077,2011,本科二批,文科,481,北京
1078,2011,本科二批,理科,435,北京
1079,2011,本科二批,文科,460,天津
1080,2011,本科二批,理科,429,天津
1081,2011,本科二批,文科,504,重庆
1082,2011,本科二批,理科,479,重庆
1083,2011,本科三批,文科,443,北京
1084,2011,本科三批,理科,396,北京
1085,2011,本科三批,文科,450,重庆
1086,2011,本科三批,理科,446,重庆
1087,2011,专科一批,文科,421,重庆
1088,2011,专科一批,理科,414,重庆
1089,2010,本科二批,理科,315,西藏
1090,2010,专科一批,文科,293,西藏
